"id","company_name","registration_number","category","state","original_website","aum","contact_email","contact_phone","business_summary","primary_focus","validated_urls","confidence_level","data_completeness"
164,"Ashish Fiscal Services Pvt. Ltd.","ROW-743",NULL,NULL,"https://ashishbassociates.in/",NULL,NULL,NULL,"Ashish B & Associates is a CA Firm that offers integrated solutions of all indirect tax matter under one roof, exclusively engaged in providing services in respect of Indirect Tax matter of India.","Multi-Product","{about:https://ashishbassociates.in/resource/About_Us.aspx,team:https://ashishbassociates.in/resource/Partners.aspx,products:https://ashishbassociates.in/resource/Services/GST.aspx,homepage:https://ashishbassociates.in/}","medium","0.86"
165,"Ashok Investment Corporation Ltd","ROW-749",NULL,NULL,"https://ashokinvestors.com/",NULL,NULL,NULL,"Ashok Investors Trust Limited is a diversified non-banking financial services company with interests in housing finance, consumer finance and personal wealth. It is registered with RBI as a 'systemically non-important, non-deposit accepting NBFC' and has a presence in Real Estate, Pharmaceuticals, Lighting and Infrastructure & Construction Equipment Leasing. The group has a net worth of more than Rs. 150 Cr.","Multi-Product","{about:https://ashokinvestors.com/about/,homepage:https://ashokinvestors.com/,team:https://ashokinvestors.com/contact-us/}","high","1.00"
166,"Ashok Investors Trust Ltd.","ROW-750",NULL,NULL,"https://ashokinvestors.com/",NULL,NULL,NULL,"Ashok Investors Trust Limited is a diversified non-banking financial services company with interests in housing finance, consumer finance and personal wealth. It is registered with RBI as a 'systemically non-important, non-deposit accepting NBFC' and has a presence in Real Estate, Pharmaceuticals, Lighting and Infrastructure & Construction Equipment Leasing. The group has a net worth of more than Rs. 150 Cr.","Multi-Product","{about:https://ashokinvestors.com/about/,homepage:https://ashokinvestors.com/,team:https://ashokinvestors.com/contact-us/}","high","1.00"
167,"Ashutosh Autofin Pvt Ltd","ROW-760",NULL,NULL,"https://ashutoshautofin.com/",NULL,NULL,NULL,"Ashutosh Finance (India) Pvt Ltd is a Non-Banking Finance Company (NBFC) registered with the Reserve Bank of India, offering personal loans, micro-loans, and business financing options to clients across Gujarat and beyond.","MSME","{team:https://ashutoshautofin.com/partners-network,homepage:https://ashutoshautofin.com/,about:https://ashutoshautofin.com/about-us,products:https://ashutoshautofin.com/products}","high","1.00"
168,"Ashutosh Finsec Limited","ROW-761",NULL,NULL,"https://ashutoshfinsec.in/",NULL,NULL,NULL,"Ashutosh Finsec Limited is a Non Banking Finance Company that provides various loan products such as personal loans, gold loans, and vehicle loans to cater to the financial needs of individuals and businesses across India.","MSME","{homepage:https://ashutoshfinsec.in/,products:https://ashutoshfinsec.in/loans/,about:https://ashutoshfinsec.in/company-overview/,team:https://ashutoshfinsec.in/our-team/}","high","1.00"
169,"Asia Pacific Capital (India) Pvt. Ltd.","ROW-767",NULL,NULL,"https://www.asiacapital.in/",NULL,NULL,NULL,"Asia Capital Limited is a Non-Banking Finance Company (NBFC) registered with the Reserve Bank of India, providing structured term financing solutions to corporates and loans to small and medium enterprises (SMEs) in India.","MSME","{homepage:https://www.asiacapital.in/}","high","1.00"
170,"Asish Creations Private Limited","ROW-775",NULL,NULL,"https://asishcreations.com/",NULL,NULL,NULL,"Asish Creations Pvt Ltd is a Non-Deposit taking – Non Banking Financial Company (NBFC) engaged in the business of investment in shares & securities and financial activity, without any public funds or customer interface.","Not specified on website","{team:https://asishcreations.com/contact/,homepage:https://asishcreations.com/,about:https://asishcreations.com/company-profile/}","medium","0.86"
171,"Ask Financial Holdings Private Limited","ROW-777",NULL,NULL,"https://www.askfinancials.com/ask-group/about",NULL,NULL,NULL,"ASK Asset & Wealth Management Group is a renowned financial services group and a leading industry player in wealth and investment management, catering to some of the most affluent families in India. They offer various bespoke solutions and market defining strategies across listed equities, alternates, real estate private equity, hedge funds, wealth management, and more.","Multi-Product","{homepage:https://www.askfinancials.com/ask-group/about,about:https://www.askfinancials.com/ask-group/about/ask-group/home}","high","1.00"
172,"Assam Entrade Limited.","ROW-787",NULL,NULL,"https://www.assamentrade.com/",NULL,NULL,NULL,"Assamen Trade is a private limited company that provides financial services, including investor information and shareholding patterns. The company has subsidiaries such as Sumeru Commosales Private Limited and Pacific Barter Private Limited. Assamen Trade's financial statements are available on their website.","MSME","{homepage:https://www.assamentrade.com/,products:https://www.assamentrade.com/our-services/,about:https://www.assamentrade.com/about-us/,team:https://www.assamentrade.com/management-profile/}","medium","0.86"
173,"Assam Hire Purchase Company Pvt. Ltd.","ROW-788",NULL,NULL,"https://company.vakilsearch.com/assam-hire-purchase-company-private-limited/U65921AS1995PTC004460",NULL,NULL,NULL,"The NBFC provides various company registration services, including private limited company registration, partnership firm registration, and sole proprietorship registration, across India.","Multi-Product","{team:https://company.vakilsearch.com/assam-hire-purchase-company-private-limited/U65921AS1995PTC004460/partnership-firm-registration,about:https://company.vakilsearch.com,homepage:https://company.vakilsearch.com/assam-hire-purchase-company-private-limited/U65921AS1995PTC004460,products:https://company.vakilsearch.com/assam-hire-purchase-company-private-limited/U65921AS1995PTC004460/chartered-accountant-services}","medium","0.86"
174,"Asset9 Credits Limited","ROW-790",NULL,NULL,"https://asset9credits.com/",NULL,NULL,NULL,"Asset9 Credits is a non-banking financial company (NBFC) that provides various loan products, including Gold Loans, Vehicle Loans, Business Loans, and Mortgage Loans. They focus on organic growth and customer-friendly services. The company has a strong presence across Kerala and other parts of India.","Business Loan","{about:https://asset9credits.com//about/,team:https://asset9credits.com//contact-2/,homepage:https://asset9credits.com/}","low","0.86"
175,"Auric Tradefin Private Limited","ROW-840",NULL,NULL,"https://aurictradefin.com/",NULL,NULL,NULL,"Auric Tradefin is a Non-Banking Finance Company (NBFC) providing comprehensive financial solutions with over 25 years of experience. It distributes financial products and offers advisory services to clients. The company is registered under the Reserve Bank of India Act, 1934.","MSME","{homepage:https://aurictradefin.com/,team:https://aurictradefin.com/contact,about:https://aurictradefin.com/about}","high","1.00"
176,"Avon Mercantile Limited","ROW-877",NULL,NULL,"https://www.avonmercantile.co.in/",NULL,NULL,NULL,"Avon Mercantile provides tailored financial solutions to help businesses grow and succeed, offering merchant cash advances with flexible repayment options and no upfront costs.","MSME","{homepage:https://www.avonmercantile.co.in/}","high","1.00"
177,"Ayaan Finserve India Private Limited (Formerly Charat Ram Shriram Pvt. Ltd.)","ROW-889",NULL,NULL,"https://ayaanfinserve.com/",NULL,NULL,NULL,"Ayaan Finserve is a leading Non-Banking Financial Company (NBFC) in India, offering comprehensive financial services to individuals and businesses. They focus on delivering tailored financial solutions that prioritize simplicity, accessibility, and trust. Their approach combines industry expertise with innovative practices to help clients make informed financial decisions.","MSME","{about:https://ayaanfinserve.com/history/,team:https://ayaanfinserve.com/contact/,homepage:https://ayaanfinserve.com/}","high","1.00"
178,"Ayush Fiscal (P) Ltd","ROW-896",NULL,NULL,"https://www.ayushfiscal.com/",NULL,NULL,NULL,"Ayush Fiscal is an NBFC providing financing solutions to retail businesses, including pet shops, grocery stores, medicine shops, electronic shops, and mobile stores. They offer various loan products for inventory management, expansion, and modernization. The company has partnered with Ntactus Financial Services Private Limited to launch a retail-focused lending platform.","Multi-Product","{homepage:https://www.ayushfiscal.com/}","medium","0.86"
179,"Baba Lease and Investment Private Limited","ROW-934",NULL,NULL,"https://babalease.com/",NULL,NULL,NULL,"Baba Lease and Investment Pvt Ltd is an RBI Registered NBFC offering a wide range of customized financial products and services to individuals and businesses in India, with a focus on empowering financial growth through user-friendly fintech solutions.","MSME","{homepage:https://babalease.com/}","medium","1.00"
180,"Balraj Hire Purchase Pvt Ltd","ROW-1006",NULL,NULL,"http://www.balrajhire.com/Home/service",NULL,NULL,NULL,"Balraj Hire Purchase Private Limited is a Non-Banking Finance Company (NBFC) that provides various loan products for commercial vehicles, construction equipment, tractors and combines, cars, two-wheelers, mortgages, gold loans, and tyre finance. The company has been serving the requirements of transporter customers since 1990. It is registered with the Reserve Bank of India.","MSME","{homepage:http://www.balrajhire.com/Home/service}","medium","0.86"
181,"Bandhan Financial Holdings Limited","ROW-1014",NULL,NULL,"https://www.bandhanholdings.com/",NULL,NULL,NULL,"Bandhan Financial Holdings Limited is a Non-Operating Financial Holding Company (NOFHC) that acts as the holding company for its subsidiary, Bandhan Bank. It was incorporated to comply with RBI guidelines and invests entirely in equity shares of Bandhan Bank. The company's primary focus is on financial services businesses.","MSME","{team:https://www.bandhanholdings.com/contact-us/,homepage:https://www.bandhanholdings.com/,about:https://www.bandhanholdings.com/bandhanmf/about-us/}","high","1.00"
182,"Bansal In Finlease (P) Ltd.","ROW-1025",NULL,NULL,"https://www.bansalinhold.com/",NULL,NULL,NULL,"Bansal In-Hold Limited is an NBFC registered with Reserve Bank of India, providing short-term and mid-term loans to individuals and businesses. It aims to simplify finance and make borrowing fast, easy, and transparent. The company offers flexible solutions tailored to today's financial needs.","MSME","{homepage:https://www.bansalinhold.com/}","medium","0.86"
183,"Bansal In Hold Ltd.","ROW-1026",NULL,NULL,"https://www.bansalinhold.com/partner.php",NULL,NULL,NULL,"Bansal In-Hold Limited is an NBFC that provides loan products and services, partnering with Lending Service Providers (LSPs) for customer acquisition and underwriting support. It aims to simplify finance and make borrowing fast, easy, and transparent. The company is registered with the Reserve Bank of India.","MSME","{homepage:https://www.bansalinhold.com/partner.php}","medium","0.86"
184,"Banyan Ventures & Investment Private Limited","ROW-1030",NULL,NULL,"https://www.banyanventures.in/",NULL,NULL,NULL,"Banyan Ventures & Investment Private Limited is a Non Banking Financial Company (NBFC) that provides lending services to corporate sector, SMEs, and start-ups, with a focus on equipment and construction finance.","MSME","{homepage:https://www.banyanventures.in/}","medium","0.86"
185,"Barwala Leasing & Finance Pvt.Ltd","ROW-1039",NULL,NULL,"https://barwalaleasing.com/",NULL,NULL,NULL,"Barwala Leasing & Finance Pvt Ltd is a RBI registered non-deposit taking Non-Banking Financial Company (NBFC) committed to empowering individuals, small businesses, and entrepreneurs with innovative financial solutions. They offer fast, hassle-free loan approvals with minimal documentation and flexible repayment options tailored to their needs. The company aims to bridge the gap between traditional banking and real financial needs with transparent, flexible, and customer-centric services.","MSME","{team:https://barwalaleasing.com/contact,homepage:https://barwalaleasing.com/,about:https://barwalaleasing.com/about}","high","1.00"
